Paper,Authors,Journal,Peer_reviewed,Year,Link,Experiment_location,Sex,Group,Genus,Species,Strain,Wing_length,Wing_length_info,Rearing_temperature_condition,Temp_data,Rearing_temperature_note,Rearing_density,Larvae_diet,Larval_diet_data,Photoperiod,Notes
Effects of temperature and diet on development and interspecies competition in Aedes aegypti and Aedes albopictus,Farjana T.; Tuno N.; Higa Y.,Medical and Veterinary Entomology,Y,2011,https://doi.org/10.1111/j.1365-2915.2011.00971.x,Lab,Female,Aedes albopictus,Aedes,albopictus,Nagasaki,1.9,,30,Y,30,,Multiple diets - Low,Y,"14L, 10D",
Effects of temperature and diet on development and interspecies competition in Aedes aegypti and Aedes albopictus,Farjana T.; Tuno N.; Higa Y.,Medical and Veterinary Entomology,Y,2011,https://doi.org/10.1111/j.1365-2915.2011.00971.x,Lab,Female,Aedes albopictus,Aedes,albopictus,Nagasaki,1.55,,35,Y,35,,Multiple diets - Low,Y,"14L, 10D",
Juvenile hormone controls ovarian development in female Anopheles albimanus mosquitoes,Hernández-Martínez S. ; Cardoso-Jaime V.; Nouzova M.; Michalkova V.; Ramirez C.E.; Fernandez-Lima F.; Noriega F.G.,Scientific Reports,Y,2019,https://doi.org/10.1038/s41598-019-38631-6,Lab,Female,Anopheles albimanus,Anopheles,albimanus,Tapachula,2.83,"2.83 mean, 0.02 SE",28,Y,28,480 larvae/4l,Multiple diets - Low,Y,"12L, 12D",
The relationship between size and longevity of the malaria vector Anopheles gambiae (s.s.) depends on the larval environment,Barreaux A.M.G.; Stone C.M.; Barreaux P.; Koella J.C.,Parasites & Vectors,Y,2018,https://doi.org/10.1186/s13071-018-3058-3,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.09,"3.09 mean, 0.12 SD",21,Y,21,1 larvae/ 3ml; Low = half food amount of standard,Multiple diets - Low,Y,"12L, 12D",
The relationship between size and longevity of the malaria vector Anopheles gambiae (s.s.) depends on the larval environment,Barreaux A.M.G.; Stone C.M.; Barreaux P.; Koella J.C.,Parasites & Vectors,Y,2018,https://doi.org/10.1186/s13071-018-3058-3,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.12,"3.12 mean, 0.16 SD",25,Y,25,1 larvae/ 3ml; Low = half food amount of standard,Multiple diets - Low,Y,"12L, 12D",
The relationship between size and longevity of the malaria vector Anopheles gambiae (s.s.) depends on the larval environment,Barreaux A.M.G.; Stone C.M.; Barreaux P.; Koella J.C.,Parasites & Vectors,Y,2018,https://doi.org/10.1186/s13071-018-3058-3,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,2.92,"2.92 mean, 0.15 SD",29,Y,29,1 larvae/ 3ml; Low = half food amount of standard,Multiple diets - Low,Y,"12L, 12D",
Variability in the Relationship Between Weight and Wing Length of Anopheles gambiae (Diptera: Culicidae),Koella J.C.; Lyimo E.O.,Journal of Medical Entomology,Y,1996,https://doi.org/10.1093/jmedent/33.2.261,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Galisua,2.84,,24,Y,24,400 larvae/1l,Multiple diets - Low,Y,,
Variability in the Relationship Between Weight and Wing Length of Anopheles gambiae (Diptera: Culicidae),Koella J.C.; Lyimo E.O.,Journal of Medical Entomology,Y,1996,https://doi.org/10.1093/jmedent/33.2.261,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Galisua,2.64,,30,Y,30,400 larvae/1l,Multiple diets - Low,Y,,
Native Wolbachia infection and larval competition stress shape fitness and West Nile virus infection in Culex quinquefasciatus mosquitoes,Alomar A.A.; Pérez-Ramos D.W.; Kim D.; Kendziorski N.L.; Eastmond B.H.; Alto B.W.; Caragata E.P.,Frontiers in Microbiology,Y,2023,https://doi.org/10.3389/fmicb.2023.1138476,Lab,Female,Culex quinquefasciatus,Culex,quinquefasciatus,Florida,2.4,,26,Y,26,300 larvae/2L,Multiple diets - Low,Y,"12L, 12D",
"Nutritional stress compromises mosquito fitness and antiviral immunity, while enhancing dengue virus infection susceptibility",Yan J.; Kim C.H.; Chesser L.; Ramirez J.L.; Stone C.M.,Nature Communications Biology,Y,2023,https://doi.org/10.1038/s42003-023-05516-4,Lab,Female,Aedes aegypti,Aedes,aegypti,"Key West, FL",2.82,"2.82 mean, 0.01 SE",27,Y,27,,Multiple diets - Standard,Y,"12L, 12D",
Determination of the efficiency of diets for larval development in mass rearing Aedes aegypti (Diptera: Culicidae),Gunathilaka P.A.D.H.N.; Uduwawala U.M.H.U.; Udayanga N.W.B.A.L.; Ranathunge R.M.T.B.; Amarasinghe L.D.; Abeyewickreme W.,Bulletin of Entomological Research,Y,2018,https://doi.org/10.1017/S0007485317001092,Lab,Male,Aedes aegypti,Aedes,aegypti,Kelaniya,3.59,"3.59 mean, 0.02 SD",27,Y,27,6% wt/vol,Multiple diets - Standard,Y,"12L, 12D",
Determination of the efficiency of diets for larval development in mass rearing Aedes aegypti (Diptera: Culicidae),Gunathilaka P.A.D.H.N.; Uduwawala U.M.H.U.; Udayanga N.W.B.A.L.; Ranathunge R.M.T.B.; Amarasinghe L.D.; Abeyewickreme W.,Bulletin of Entomological Research,Y,2018,https://doi.org/10.1017/S0007485317001092,Lab,Female,Aedes aegypti,Aedes,aegypti,Kelaniya,4.43,"4.43 mean, 0.04 SD",27,Y,27,6% wt/vol,Multiple diets - Standard,Y,"12L, 12D",
Influence of adult body size on blood feeding behavior and eggs retention in Aedes albopictus (Diptera: Culicidae),Yamany A.S.; Abdel-Gaber R.,Microscopy Research and Technique,Y,2024,https://doi.org/10.1002/jemt.24614 ,Lab,Female,Aedes albopictus,Aedes,albopictus,"Heinrich Heine University, Germany",2.79,"2.79 mean, 0.011 SE",25,Y,25,,Multiple diets - Standard,Y,,
Juvenile hormone controls ovarian development in female Anopheles albimanus mosquitoes,Hernández-Martínez S. ; Cardoso-Jaime V.; Nouzova M.; Michalkova V.; Ramirez C.E.; Fernandez-Lima F.; Noriega F.G.,Scientific Reports,Y,2019,https://doi.org/10.1038/s41598-019-38631-6,Lab,Female,Anopheles albimanus,Anopheles,albimanus,Tapachula,3.24,"3.24 mean, 0.006 SE",28,Y,28,200 larvae/4l,Multiple diets - Standard,Y,"12L, 12D",
The relationship between size and longevity of the malaria vector Anopheles gambiae (s.s.) depends on the larval environment,Barreaux A.M.G.; Stone C.M.; Barreaux P.; Koella J.C.,Parasites & Vectors,Y,2018,https://doi.org/10.1186/s13071-018-3058-3,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.34,"3.34 mean, 0.19 SD",21,Y,21,1 larvae/ 3ml; Low = half food amount of standard,Multiple diets - Standard,Y,"12L, 12D",
The relationship between size and longevity of the malaria vector Anopheles gambiae (s.s.) depends on the larval environment,Barreaux A.M.G.; Stone C.M.; Barreaux P.; Koella J.C.,Parasites & Vectors,Y,2018,https://doi.org/10.1186/s13071-018-3058-3,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.29,"3.29 mean, 0.17 SD",25,Y,25,1 larvae/ 3ml; Low = half food amount of standard,Multiple diets - Standard,Y,"12L, 12D",
The relationship between size and longevity of the malaria vector Anopheles gambiae (s.s.) depends on the larval environment,Barreaux A.M.G.; Stone C.M.; Barreaux P.; Koella J.C.,Parasites & Vectors,Y,2018,https://doi.org/10.1186/s13071-018-3058-3,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.11,"3.11 mean, 0.12 SD",29,Y,29,1 larvae/ 3ml; Low = half food amount of standard,Multiple diets - Standard,Y,"12L, 12D",
Variability in the Relationship Between Weight and Wing Length of Anopheles gambiae (Diptera: Culicidae),Koella J.C.; Lyimo E.O.,Journal of Medical Entomology,Y,1996,https://doi.org/10.1093/jmedent/33.2.261,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Galisua,2.92,,24,Y,24,200 larvae/1l,Multiple diets - Standard,Y,,
Variability in the Relationship Between Weight and Wing Length of Anopheles gambiae (Diptera: Culicidae),Koella J.C.; Lyimo E.O.,Journal of Medical Entomology,Y,1996,https://doi.org/10.1093/jmedent/33.2.261,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Galisua,2.83,,27,Y,27,200 larvae/1l,Multiple diets - Standard,Y,,
Variability in the Relationship Between Weight and Wing Length of Anopheles gambiae (Diptera: Culicidae),Koella J.C.; Lyimo E.O.,Journal of Medical Entomology,Y,1996,https://doi.org/10.1093/jmedent/33.2.261,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Galisua,2.67,,30,Y,30,200 larvae/1l,Multiple diets - Standard,Y,,
Native Wolbachia infection and larval competition stress shape fitness and West Nile virus infection in Culex quinquefasciatus mosquitoes,Alomar A.A.; Pérez-Ramos D.W.; Kim D.; Kendziorski N.L.; Eastmond B.H.; Alto B.W.; Caragata E.P.,Frontiers in Microbiology,Y,2023,https://doi.org/10.3389/fmicb.2023.1138476,Lab,Female,Culex quinquefasciatus,Culex,quinquefasciatus,Florida,2.8,,26,Y,26,200 larvae/2L,Multiple diets - Standard,Y,"12L, 12D",
Lethal and Sublethal Concentrations of Formulated Larvicides Against Susceptible Aedes aegypti,Aldridge R. L.; Alto B. W.; Connelly C. R.; Okech B.; Siegfried B.; Linthicum K.J.,Journal of the American Mosquito Control Association,Y,2022,https://doi.org/10.2987/22-7084,Lab,Male,Aedes aegypti,Aedes,aegypti,"Orlando, Florida",2.36,2.36 mean,28,Y,28,,Single diet,N,"12L, 12D",
Lethal and Sublethal Concentrations of Formulated Larvicides Against Susceptible Aedes aegypti,Aldridge R. L.; Alto B. W.; Connelly C. R.; Okech B.; Siegfried B.; Linthicum K.J.,Journal of the American Mosquito Control Association,Y,2022,https://doi.org/10.2987/22-7084,Lab,Female,Aedes aegypti,Aedes,aegypti,"Orlando, Florida",3.12,3.12 mean,28,Y,28,,Single diet,N,"12L, 12D",
Effects of Ascogregarina culicis (Eugregarinorida: Lecudinidae) on Mosquito Size and Dengue Virus Infection in Aedes aegypti (Diptera: Culicidae),Thongsripong P.; Wesson  D. M.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjaa280,Lab,Female,Aedes aegypti,Aedes,aegypti,New Orleans,2.57,"2.57 mean, 0.13 SD",28,Y,28,,Single diet,N,,
Effects of Ascogregarina culicis (Eugregarinorida: Lecudinidae) on Mosquito Size and Dengue Virus Infection in Aedes aegypti (Diptera: Culicidae),Thongsripong P.; Wesson  D. M.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjaa280,Lab,Female,Aedes aegypti,Aedes,aegypti,New Orleans,2.59,"2.59 mean, 0.14 SD",28,Y,28,,Single diet,N,,
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,Resistencia,2.52,2.52 mean,14,Y,14,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,Buenos Aires,2.48,2.48 mean,14,Y,14,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,San Bernardo,2.5,2.5 mean,14,Y,14,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,Resistencia,2.25,2.25 mean,18.5,Y,18.5,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,Buenos Aires,2.2,2.2 mean,18.5,Y,18.5,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,San Bernardo,2.24,2.24 mean,18.5,Y,18.5,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,Resistencia,1.95,1.95 mean,24,Y,24,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,Buenos Aires,1.97,1.97 mean,24,Y,24,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Male,Aedes aegypti,Aedes,aegypti,San Bernardo,1.95,1.95 mean,24,Y,24,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,Resistencia,3.04,3.04 mean,14,Y,14,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,Buenos Aires,2.91,2.91 mean,14,Y,14,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,San Bernardo,3,3 mean,14,Y,14,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,Resistencia,2.79,2.79 mean,18.5,Y,18.5,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,Buenos Aires,2.67,2.67 mean,18.5,Y,18.5,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,San Bernardo,2.67,2.67 mean,18.5,Y,18.5,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,Resistencia,2.31,2.31 mean,24,Y,24,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,Buenos Aires,2.3,2.3 mean,24,Y,24,,Single diet,N,"12L, 12D",
Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina,De Majo M.S.; Zanotti G.; Gimenez J.O.; Campos R.E.; Fischer S.,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab017,Lab,Female,Aedes aegypti,Aedes,aegypti,San Bernardo,2.24,2.24 mean,24,Y,24,,Single diet,N,"12L, 12D",
Studies on the fitness characteristics of wMel- and wAlbB-introgressed Aedes aegypti (Pud) lines in comparison with wMel- and wAlbB-transinfected Aedes aegypti (Aus) and wild-type Aedes aegypti (Pud) lines,Sadanandane C.; Gunasekaran K.; Panneer D.; Subbarao S.K.; Rahi M.; Vijayakumar B.; Athithan V.; Sakthivel A.; Dinesh S.; Jambulingam P. ,Frontiers in Microbiology,Y,2022,https://doi.org/10.3389/fmicb.2022.947857,Lab,Female,Aedes aegypti,Aedes,aegypti,Puducherry,2.96,"2.96 mean, 0.02 SE",27,Y,27,,Single diet,N,"12L, 12D",
Studies on the fitness characteristics of wMel- and wAlbB-introgressed Aedes aegypti (Pud) lines in comparison with wMel- and wAlbB-transinfected Aedes aegypti (Aus) and wild-type Aedes aegypti (Pud) lines,Sadanandane C.; Gunasekaran K.; Panneer D.; Subbarao S.K.; Rahi M.; Vijayakumar B.; Athithan V.; Sakthivel A.; Dinesh S.; Jambulingam P. ,Frontiers in Microbiology,Y,2022,https://doi.org/10.3389/fmicb.2022.947857,Lab,Female,Aedes aegypti,Aedes,aegypti,Puducherry,2.3,"2.30 mean, 0.01 SE",27,Y,27,,Single diet,N,"12L, 12D",
EVALUATION OF SUBLETHAL EFFECTS OF Ipomoea cairica LINN. EXTRACT ON LIFE HISTORY TRAITS OF DENGUE VECTORS,Zuharah W.F.; Ahbirami R.; Dieng H.; Thiagaletchumi M.; Fadzly N.,Journal of the Institute of Tropical Medicine of São Paulo,Y,2016,https://doi.org/10.1590/S1678-9946201658044,Lab,Female,Aedes aegypti,Aedes,aegypti,"Butterworth, Penang",2.24,"2.24 mean, 0.06 SD",28,Y,28,,Single diet,N,,
EVALUATION OF SUBLETHAL EFFECTS OF Ipomoea cairica LINN. EXTRACT ON LIFE HISTORY TRAITS OF DENGUE VECTORS,Zuharah W.F.; Ahbirami R.; Dieng H.; Thiagaletchumi M.; Fadzly N.,Journal of the Institute of Tropical Medicine of São Paulo,Y,2016,https://doi.org/10.1590/S1678-9946201658044,Lab,Male,Aedes aegypti,Aedes,aegypti,"Butterworth, Penang",2.09,"2.09 mean, 0.19 SD",28,Y,28,,Single diet,N,,
Differences in male Aedes aegypti and Aedes albopictus hearing systems facilitate recognition of conspecific female flight tones,Loh Y.M.; Xu Y.Y.J.; Lee T.T.; Ohashi T.S.; Zhang Y.D.; Eberl D.F.; Su M.P.;Kamikouchi A.,iScience,Y,2024,https://doi.org/10.1016/j.isci.2024.110264,Lab,Female,Aedes aegypti,Aedes,aegypti,Higgs,3.1,"3.10 mean, 0.14 SD",28,Y,28,,Single diet,N,"12L, 12D",
Differences in male Aedes aegypti and Aedes albopictus hearing systems facilitate recognition of conspecific female flight tones,Loh Y.M.; Xu Y.Y.J.; Lee T.T.; Ohashi T.S.; Zhang Y.D.; Eberl D.F.; Su M.P.;Kamikouchi A.,iScience,Y,2024,https://doi.org/10.1016/j.isci.2024.110264,Lab,Male,Aedes aegypti,Aedes,aegypti,Higgs,2.48,"2.48 mean, 0.09 SD",28,Y,28,,Single diet,N,"12L, 12D",
"Differential effects of larval and adult nutrition on female survival, fecundity, and size of the yellow fever mosquito, Aedes aegypti",Yan J.; Kibech R.; Stone C.M.,Frontiers in Zoology,Y,2021,https://doi.org/10.1186/s12983-021-00395-z,Lab,Female,Aedes aegypti,Aedes,aegypti,"Key West, FL",2.62,"2.62 mean, 0.02 SE",27,Y,27,,Single diet,N,"12L, 12D",
"Differential effects of larval and adult nutrition on female survival, fecundity, and size of the yellow fever mosquito, Aedes aegypti",Yan J.; Kibech R.; Stone C.M.,Frontiers in Zoology,Y,2021,https://doi.org/10.1186/s12983-021-00395-z,Lab,Female,Aedes aegypti,Aedes,aegypti,"Key West, FL",2.63,"2.63 mean, 0.02 SE",27,Y,27,,Single diet,N,"12L, 12D",
Nix alone is sufficient to convert female Aedes aegypti into fertile males and myo-sex is needed for male flight,Aryan A.; Anderson M.A.E.; Biedler J.K.; Qi Y.; Overcash J.M.; Naumenko A.N.; Sharakhova M.V.; Mao C.; Adelman Z.N.; Tu Z.,PNAS,Y,2020,https://doi.org/10.1073/pnas.2001132117,Lab,Male,Aedes aegypti,Aedes,aegypti,Liverpool,2.35,2.35 mean,28,Y,28,,Single diet,N,"14L, 10D",
Nix alone is sufficient to convert female Aedes aegypti into fertile males and myo-sex is needed for male flight,Aryan A.; Anderson M.A.E.; Biedler J.K.; Qi Y.; Overcash J.M.; Naumenko A.N.; Sharakhova M.V.; Mao C.; Adelman Z.N.; Tu Z.,PNAS,Y,2020,https://doi.org/10.1073/pnas.2001132117,Lab,Female,Aedes aegypti,Aedes,aegypti,Liverpool,3.09,3.09 mean,28,Y,28,,Single diet,N,"14L, 10D",
"The effect of cladoceran, Daphnia magna, on the growth and pupation of Aedes aegypti L. mosquito larvae",Thakur A.; Kocher D.K.,The Journal of Basic and Applied Zoology,Y,2022,https://doi.org/10.1186/s41936-022-00301-x,Lab,Male,Aedes aegypti,Aedes,aegypti,,1.88,"1.88 mean, 0.02 SD",26,Y,26,,Single diet,N,,
The use of transcriptional profiles to predict adult mosquito age under field conditions,Cook P.E.; Hugo L.E.; Iturbe-Ormaetxe I.; Williams C.R.; Chenoweth S.F.; Ritchie S.A.; Ryan P.A.; Kay B.H.; Blows M.W.; O'Neill  S.L.,PNAS,Y,2006,https://doi.org/10.1073/pnas.0604875103,Lab,Female,Aedes aegypti,Aedes,aegypti,"Cairns, Queensland, Australia",2.66,"2.66 mean, 0.01 SE",26,Y,26,,Single diet,N,"12L, 12D",
Targeting sex determination to suppress mosquito populations,Li M.; Kandul N.P.; Sun R.; Yang T.; Benetta E.D.; Brogan D.J.; Antoshechkin I.; Sánchez C.H.M.; Zhan Y.; DeBeaubien N.A.; Loh Y.M.; Su M.P.; Montell C.; Marshall J.M.; Akbari O.S.,eLife,Y,2024,https://doi.org/10.7554/eLife.90199.3,Lab,Male,Aedes aegypti,Aedes,aegypti,Liverpool,2.5,"2.5 mean, 0.07 SD",27,Y,27,400 larvae/3l,Single diet,N,"12L, 12D",
Targeting sex determination to suppress mosquito populations,Li M.; Kandul N.P.; Sun R.; Yang T.; Benetta E.D.; Brogan D.J.; Antoshechkin I.; Sánchez C.H.M.; Zhan Y.; DeBeaubien N.A.; Loh Y.M.; Su M.P.; Montell C.; Marshall J.M.; Akbari O.S.,eLife,Y,2024,https://doi.org/10.7554/eLife.90199.3,Lab,Female,Aedes aegypti,Aedes,aegypti,Liverpool,3.5,"3.5 mean, 0.2 SD",27,Y,27,400 larvae/3l,Single diet,N,"12L, 12D",
Assessment of fitness and vector competence of a New Caledonia wMel Aedes aegypti strain before field-release,Pocquet N.; O'Connor O.; Flores H.A.; Tutagata J.; Pol M.; Hooker D.J.; Inizan C.; Russet S.; Duyvestyn J.M.; Pacidônio E.C.; Girault D.; da Silva Gonçalves D.; Minier M.; Touzain F.; Chalus E.; Lucien K.; Cheilan F.; Derycke T.; Laumond S.; Simmons CP.; Dupont-Rouzeyrol M.; Rossi N.,PLOS Neglected Tropical Diseases,Y,2021,https://doi.org/10.1371/journal.pntd.0009752,Lab,Male,Aedes aegypti,Aedes,aegypti,"Noumea, New Caledonia",2.37,,28,Y,28,100 larvae/1.5L,Single diet,N,"12L, 12D",
Assessment of fitness and vector competence of a New Caledonia wMel Aedes aegypti strain before field-release,Pocquet N.; O'Connor O.; Flores H.A.; Tutagata J.; Pol M.; Hooker D.J.; Inizan C.; Russet S.; Duyvestyn J.M.; Pacidônio E.C.; Girault D.; da Silva Gonçalves D.; Minier M.; Touzain F.; Chalus E.; Lucien K.; Cheilan F.; Derycke T.; Laumond S.; Simmons CP.; Dupont-Rouzeyrol M.; Rossi N.,PLOS Neglected Tropical Diseases,Y,2021,https://doi.org/10.1371/journal.pntd.0009752,Lab,Female,Aedes aegypti,Aedes,aegypti,"Noumea, New Caledonia",3.15,,28,Y,28,100 larvae/1.5L,Single diet,N,"12L, 12D",
Determination of the efficiency of diets for larval development in mass rearing Aedes aegypti (Diptera: Culicidae),Gunathilaka P.A.D.H.N.; Uduwawala U.M.H.U.; Udayanga N.W.B.A.L.; Ranathunge R.M.T.B.; Amarasinghe L.D.; Abeyewickreme W.,Bulletin of Entomological Research,Y,2018,https://doi.org/10.1017/S0007485317001092,Lab,Male,Aedes aegypti,Aedes,aegypti,Kelaniya,3.53,"3.53 mean, 0.03 SD",27,Y,27,4% wt/vol,Single diet,N,"12L, 12D",
Determination of the efficiency of diets for larval development in mass rearing Aedes aegypti (Diptera: Culicidae),Gunathilaka P.A.D.H.N.; Uduwawala U.M.H.U.; Udayanga N.W.B.A.L.; Ranathunge R.M.T.B.; Amarasinghe L.D.; Abeyewickreme W.,Bulletin of Entomological Research,Y,2018,https://doi.org/10.1017/S0007485317001092,Lab,Male,Aedes aegypti,Aedes,aegypti,Kelaniya,3.73,"3.73 mean, 0.03 SD",27,Y,27,8% wt/vol,Single diet,N,"12L, 12D",
Determination of the efficiency of diets for larval development in mass rearing Aedes aegypti (Diptera: Culicidae),Gunathilaka P.A.D.H.N.; Uduwawala U.M.H.U.; Udayanga N.W.B.A.L.; Ranathunge R.M.T.B.; Amarasinghe L.D.; Abeyewickreme W.,Bulletin of Entomological Research,Y,2018,https://doi.org/10.1017/S0007485317001092,Lab,Female,Aedes aegypti,Aedes,aegypti,Kelaniya,4.32,"4.32 mean, 0.04 SD",27,Y,27,4% wt/vol,Single diet,N,"12L, 12D",
Determination of the efficiency of diets for larval development in mass rearing Aedes aegypti (Diptera: Culicidae),Gunathilaka P.A.D.H.N.; Uduwawala U.M.H.U.; Udayanga N.W.B.A.L.; Ranathunge R.M.T.B.; Amarasinghe L.D.; Abeyewickreme W.,Bulletin of Entomological Research,Y,2018,https://doi.org/10.1017/S0007485317001092,Lab,Female,Aedes aegypti,Aedes,aegypti,Kelaniya,4.61,"4.61 mean, 0.04 SD",27,Y,27,8% wt/vol,Single diet,N,"12L, 12D",
